iter	Logloss
267	0.3664263568
268	0.3659119952
269	0.3656004283
270	0.3652636618
271	0.364933893
272	0.3642467768
273	0.3638692681
274	0.3635399526
275	0.3632297176
276	0.3627456592
277	0.3624863155
278	0.3621187405
279	0.3616696117
280	0.3615633323
281	0.3611273764
282	0.3607432229
283	0.360375926
284	0.3598891576
285	0.3595880361
286	0.359115376
287	0.3589358268
288	0.3583933701
289	0.3581219162
290	0.3576894795
291	0.3572444041
292	0.3570431529
293	0.3566527538
294	0.3563319046
295	0.3559266511
296	0.355415342
297	0.3550468004
298	0.3547960993
299	0.3546782768
300	0.3543426536
301	0.3540359178
302	0.353870804
303	0.3533789942
304	0.3531244077
305	0.3526687513
306	0.3521918008
307	0.3519292316
308	0.3514708307
309	0.3511772298
310	0.3505761981
311	0.3504158012
312	0.3502574047
313	0.3499356744
314	0.3496941488
315	0.3493279675
316	0.3490739665
317	0.3487769836
318	0.3484273373
319	0.3481574765
320	0.347899064
321	0.3476447045
322	0.3473885623
323	0.347049729
324	0.3467762191
325	0.3463043441
326	0.3459817287
327	0.3457696682
328	0.3454845887
329	0.3450820151
330	0.3447994191
331	0.344719242
332	0.3442832842
333	0.3440505835
334	0.3437497714
335	0.3433528844
336	0.3430229251
337	0.3428333888
338	0.342580343
339	0.3423974231
340	0.342047592
341	0.3416530134
342	0.3414194439
343	0.3410693068
344	0.3407942553
345	0.3405152765
346	0.3403836974
347	0.3400608663
348	0.339780768
349	0.3392747804
350	0.3390319656
351	0.3388363689
352	0.3385221825
353	0.3382944099
354	0.3380068292
355	0.3376975864
356	0.3375104565
357	0.3372356835
358	0.3369798779
359	0.3366515026
360	0.3364297973
361	0.3362563817
362	0.3360665614
363	0.3357974019
364	0.3355042748
365	0.3351237529
366	0.3349426525
367	0.3347888079
368	0.3346251407
369	0.3342730663
370	0.3341280474
371	0.3338894577
372	0.3337306635
373	0.3333474011
374	0.333142083
375	0.3329829993
376	0.3327546566
377	0.3324750013
378	0.3320075338
379	0.3318049236
380	0.3315399035
381	0.3312970143
382	0.33110298
383	0.3309137829
384	0.3306884394
385	0.3303859474
386	0.3300969387
387	0.3297298042
388	0.3294296238
389	0.3293411204
390	0.3289470069
391	0.3286259178
392	0.3283126762
393	0.3280364702
394	0.3275982655
395	0.3272993095
396	0.3270258889
397	0.326709379
398	0.3264857189
399	0.3261407572
400	0.3258948244
401	0.3256530983
402	0.3253797419
403	0.3253150292
404	0.3248893063
405	0.3245836883
406	0.3244034449
407	0.3240866766
408	0.3238296223
409	0.3237347003
410	0.3234669501
411	0.3232689405
412	0.3229572136
413	0.3226810898
414	0.322458383
415	0.3220219963
416	0.32167696
417	0.3212167512
418	0.3210636626
419	0.3208889015
420	0.3207589533
421	0.3204657605
422	0.3202476326
423	0.320051608
424	0.3199246344
425	0.3197897895
426	0.3195389838
427	0.3190693455
428	0.3189701129
429	0.3186936054
430	0.3184466376
431	0.3182266199
432	0.3179036945
433	0.3177308932
434	0.3175617746
435	0.3173931933
436	0.317277025
437	0.3170681536
438	0.3169302928
439	0.3167233795
440	0.3163792629
441	0.3159931596
442	0.3158267647
443	0.3156711521
444	0.3154875408
445	0.3151584703
446	0.3150425699
447	0.3147904055
448	0.3146373874
449	0.3144072767
450	0.3142203933
451	0.3139583058
452	0.3136334555
453	0.3134379941
454	0.3130564516
455	0.3129102287
456	0.3126022131
457	0.3123602427
458	0.3120051451
459	0.3118465753
460	0.3117374001
461	0.3113441575
462	0.3108806918
463	0.3105223649
464	0.3103813112
465	0.3101607359
466	0.3100446832
467	0.3097550759
468	0.309609203
469	0.3093806557
470	0.3092190368
471	0.3091294661
472	0.3088667614
473	0.3085046047
474	0.3081933368
475	0.3080430231
476	0.3077774893
477	0.3076830678
478	0.3072863681
479	0.3069464697
480	0.3065945104
481	0.306345983
482	0.3061979521
483	0.3060405275
484	0.3058138071
485	0.3055090817
486	0.305199505
487	0.3049960599
488	0.304704448
489	0.3044904015
490	0.3043331895
491	0.304152627
492	0.3040109358
493	0.3036746321
494	0.3035880924
495	0.3033821351
496	0.3031184828
497	0.302941794
498	0.3027955809
499	0.302596382
500	0.3025164737
501	0.302478042
502	0.3022687034
503	0.3021406482
504	0.301978782
505	0.3016994813
506	0.301435652
507	0.3013022646
508	0.3009306847
509	0.3007161468
510	0.3004199275
511	0.3002958947
512	0.3001264832
513	0.2999441481
514	0.2998212872
515	0.2995688373
516	0.299492259
517	0.2994496953
518	0.2993048129
519	0.2991234049
520	0.2989698535
521	0.2989068483
522	0.2988272395
523	0.2986814071
524	0.2985887203
525	0.2983661087
526	0.298183918
527	0.2979997258
528	0.2979182147
529	0.2976794406
530	0.2974309065
531	0.2973233309
532	0.297115556
533	0.2968471504
534	0.2965987538
535	0.2963277626
536	0.2962167284
537	0.2960489522
538	0.2957331341
539	0.2952313821
540	0.294951565
541	0.294772569
542	0.2946012309
543	0.2943462152
544	0.2941499436
545	0.2939324847
546	0.2937479286
547	0.2934665707
548	0.2932628681
549	0.293128736
550	0.2929159492
551	0.2927721352
552	0.2923251395
553	0.2921455368
554	0.2918773228
555	0.2916766893
556	0.291575959
557	0.2913970305
558	0.2913365595
559	0.2912268271
560	0.2910649073
561	0.2910108527
562	0.2907620959
563	0.2906061572
564	0.2904860498
565	0.2903817792
566	0.2901766662
567	0.2899347307
568	0.2896918793
569	0.2894627085
570	0.2892191184
571	0.2890650941
572	0.288708392
573	0.2886106587
574	0.2884029473
575	0.2882258029
576	0.2879871449
577	0.2878466003
578	0.2877979028
579	0.2876088574
580	0.2873584587
581	0.2870787196
582	0.2870336826
583	0.2867793648
584	0.2866792189
585	0.2864990317
586	0.2863767365
587	0.2862288818
588	0.2860971656
589	0.2859723598
590	0.2858223554
591	0.2854995924
592	0.2853596194
593	0.2852468361
594	0.2850182603
595	0.2849097895
596	0.2847659626
597	0.2846599727
598	0.2844243833
599	0.2842996648
600	0.2841720607
601	0.2840802933
602	0.283858236
603	0.2837225563
604	0.2835960365
605	0.2834775023
606	0.2833177107
607	0.2831185178
608	0.2829284302
609	0.2827305261
610	0.2825385867
611	0.282334059
612	0.2822453353
613	0.2818157574
614	0.2814750067
615	0.2812236138
616	0.2809739045
617	0.2809047879
618	0.2807337951
619	0.280460939
620	0.2802893404
621	0.2801036982
622	0.2799474127
623	0.2799077982
624	0.2798116017
625	0.2796857103
626	0.279188689
627	0.27911185
628	0.2789905414
629	0.2789201924
630	0.2787054558
631	0.2785475361
632	0.2784081854
633	0.278330044
634	0.2782334105
635	0.2780499445
636	0.2776805366
637	0.2775620055
638	0.2773916095
639	0.277186795
640	0.2770300061
641	0.2769092393
642	0.2767810581
643	0.2766476275
644	0.2764792904
645	0.2762711192
646	0.2760001212
647	0.2757661703
648	0.2755520553
649	0.2754983026
650	0.275360499
651	0.2751285398
652	0.2748988066
653	0.2747683039
654	0.2745104071
655	0.2744399247
656	0.2743171428
657	0.2740292861
658	0.2739444411
659	0.2738387674
660	0.2735640722
661	0.2733903077
662	0.2732157391
663	0.273014344
664	0.2727729078
665	0.2726061391
666	0.2724878158
667	0.2722735979
668	0.2720940456
669	0.2719203676
670	0.2717834219
671	0.2715300044
672	0.271090537
673	0.2708706517
674	0.2706337619
675	0.2703238361
676	0.2700940626
677	0.2697740092
678	0.2695557908
679	0.2693781566
680	0.2692477044
681	0.2690566811
682	0.2688677801
683	0.268781679
684	0.2686544296
685	0.268535368
686	0.2683539144
687	0.2682274685
688	0.268023204
689	0.2676483379
690	0.267596596
691	0.2674708987
692	0.267340102
693	0.2669408831
694	0.2669010984
695	0.2666634205
696	0.2663922938
697	0.2662261928
698	0.2661737101
699	0.2659660638
700	0.2657860221
701	0.2655961946
702	0.2654350971
703	0.2649201153
704	0.2648101593
705	0.2646209201
706	0.2643873279
707	0.2641630334
708	0.2639039319
709	0.2636448023
710	0.2635947824
711	0.2634052498
712	0.2631273058
713	0.262803076
714	0.2626975154
715	0.2623833804
716	0.2619488706
717	0.2615897648
718	0.2612707268
719	0.2610436182
720	0.2607448539
721	0.2604741242
722	0.2601907466
723	0.2599623791
724	0.2598326404
725	0.2595859076
726	0.2593487631
727	0.2591714287
728	0.2589335515
729	0.2586731424
730	0.2585646918
731	0.2585375324
732	0.2584021256
733	0.2583033554
734	0.2581909947
735	0.257860514
736	0.2575988727
737	0.2575010156
738	0.2574213045
739	0.2573170499
740	0.2571728885
741	0.2570853964
742	0.2569821637
743	0.2567831714
744	0.2566144147
745	0.2563418485
746	0.2561993771
747	0.2561400014
748	0.255991644
749	0.2557916093
750	0.2555892876
751	0.2555627534
752	0.2554486215
753	0.2553349745
754	0.2552565957
755	0.2550244866
756	0.2548797714
757	0.2547223174
758	0.254609226
759	0.2543410881
760	0.2541232214
761	0.2538947658
762	0.2537028045
763	0.2534886046
764	0.2532256128
765	0.2530566613
766	0.252892596
767	0.2526683842
768	0.2524192083
769	0.2523392989
770	0.2522022338
771	0.2520860215
772	0.2520381073
773	0.2518719503
774	0.2517193023
775	0.2516342828
776	0.2514384665
777	0.2512583725
778	0.2510598068
779	0.250870373
780	0.2507878796
781	0.2506230178
782	0.2505072377
783	0.2502463213
784	0.2501305167
785	0.2499611889
786	0.249641161
787	0.2494887519
788	0.2490687587
789	0.2490008397
790	0.2487856937
791	0.2485341826
792	0.2484535822
793	0.2483420019
794	0.2481690403
795	0.2478515284
796	0.2476738195
797	0.2476060561
798	0.2473683103
799	0.2472488105
800	0.2471053622
801	0.2470577426
802	0.2468252855
803	0.2466662554
804	0.2464566748
805	0.2463101364
806	0.2461261743
807	0.2459410185
808	0.2456461114
809	0.2456284823
810	0.2454081489
811	0.245178012
812	0.2448756786
813	0.2447821931
814	0.2446342602
815	0.2445711694
816	0.2444433943
817	0.2442680109
818	0.2442010544
819	0.2440743772
820	0.2438987158
821	0.2438292823
822	0.2436433496
823	0.2434808462
824	0.2432219385
825	0.243150806
826	0.2430273874
827	0.2428286735
828	0.2427375284
829	0.2425368185
830	0.2423794969
831	0.2421984341
832	0.2420049706
833	0.2418067168
834	0.2415004757
835	0.2413571259
836	0.2411875223
837	0.2410185577
838	0.2409076053
839	0.2407167611
840	0.240612843
841	0.2404880332
842	0.2403099642
843	0.2401316571
844	0.2398764195
845	0.2396781921
846	0.2396277666
847	0.2394744173
848	0.239304665
849	0.2391794873
850	0.2389866999
851	0.2389334462
852	0.2388814806
853	0.2387666468
854	0.2386479118
855	0.2384121166
856	0.2381701153
857	0.2379529488
858	0.2378566257
859	0.2375889067
860	0.2374434615
861	0.2373067548
862	0.2372389784
863	0.2370652181
864	0.2369809244
865	0.2366165787
866	0.2364045201
867	0.2362619396
868	0.2361024364
869	0.2359493876
870	0.2358178121
871	0.235778255
872	0.2356009429
873	0.235406428
874	0.2353192992
875	0.2350940092
876	0.2347949807
877	0.2346627827
878	0.2345719142
879	0.2345453859
880	0.234466091
881	0.2343802342
882	0.2339393147
883	0.233726467
884	0.2333736786
885	0.2331558474
886	0.2329236238
887	0.2328182288
888	0.2326642821
889	0.2325332405
890	0.2323377096
891	0.2320167045
892	0.231937322
893	0.2317711561
894	0.2316996881
895	0.2314814727
896	0.231287996
897	0.2310431007
898	0.2309746188
899	0.2307635559
900	0.23070154
901	0.2305918193
902	0.2304945895
903	0.2303023067
904	0.2301244681
905	0.2299570508
906	0.2298594798
907	0.2298160995
908	0.2296107352
909	0.2294245427
910	0.2291722755
911	0.2290414521
912	0.2290167958
913	0.2288277171
914	0.2286464532
915	0.2285096766
916	0.2284138724
917	0.2283606041
918	0.228214424
919	0.2281250436
920	0.2278656973
921	0.2277875573
922	0.2276223473
923	0.2274784082
924	0.2272792448
925	0.2271190101
926	0.2270062394
927	0.2269143203
928	0.2267797404
929	0.2267244238
930	0.2265910577
931	0.2263387577
932	0.2263078447
933	0.2262069935
934	0.2260757574
935	0.2259273039
936	0.2257847391
937	0.2256308337
938	0.2254928122
939	0.2253702912
940	0.2252564548
941	0.2250629183
942	0.2249824035
943	0.2249097799
944	0.2248097146
945	0.2245560745
946	0.2243782949
947	0.2241401721
948	0.2239054785
949	0.2237298799
950	0.2236255938
951	0.2234430805
952	0.2233956558
953	0.2232952449
954	0.2230170572
955	0.2227721712
956	0.2225530812
957	0.2224888493
958	0.22247667
959	0.2222850199
960	0.2220723044
961	0.222047731
962	0.22187719
963	0.2216035827
964	0.2214199564
965	0.2213138761
966	0.221121959
967	0.2210255823
968	0.220853483
969	0.2206507156
970	0.2205371025
971	0.2203383678
972	0.2201825712
973	0.2199319898
974	0.2198115861
975	0.2196546332
976	0.219496172
977	0.2191843064
978	0.2191018707
979	0.2189676358
980	0.2188502463
981	0.2186398543
982	0.2184265712
983	0.2183007645
984	0.2181686648
985	0.2178467677
986	0.2177518203
987	0.2176261698
988	0.2174033801
989	0.2172160672
990	0.2170231621
991	0.2168770284
992	0.2168114815
993	0.2165958263
994	0.2164437666
995	0.216259849
996	0.2162054079
997	0.215990347
998	0.2157883912
999	0.2156666434
