dataset_file,model,cv_score,runtime_sec
dataset_146_BNG(ionosphere).csv,logreg,0.925009,80.59799695014954
dataset_146_BNG(ionosphere).csv,rf,0.977309,1767.7257449626923
dataset_146_BNG(ionosphere).csv,xgb,0.9897779999999999,84.19636106491089
dataset_146_BNG(ionosphere).csv,lgbm,0.98084,65.36193823814392
dataset_146_BNG(ionosphere).csv,catboost,0.992589,482.2711441516876
dataset_146_BNG(ionosphere).csv,mlp,0.9876889999999999,3204.1029286384583
dataset_1489_phoneme.csv,logreg,0.7514794257717476,0.07562088966369629
dataset_1489_phoneme.csv,rf,0.9115465789563848,6.811377048492432
dataset_1489_phoneme.csv,xgb,,0.03430318832397461
dataset_1489_phoneme.csv,lgbm,0.8947074039812245,0.386044979095459
dataset_1489_phoneme.csv,catboost,0.8985932093055127,15.097540378570557
dataset_1489_phoneme.csv,mlp,0.8593632439099599,16.151395320892334
dataset_151_electricity.csv,logreg,0.7025699404786909,0.2355353832244873
dataset_151_electricity.csv,rf,0.7131847732149262,42.00995635986328
dataset_151_electricity.csv,xgb,0.6843171562519048,0.9164655208587646
dataset_151_electricity.csv,lgbm,0.7173119656555513,1.1349029541015625
dataset_151_electricity.csv,catboost,0.6968525551771017,50.01607418060303
dataset_151_electricity.csv,mlp,0.6866807747323458,124.46430253982544
dataset_188_eucalyptus.csv,logreg,0.4373598087883802,0.21883344650268555
dataset_188_eucalyptus.csv,rf,0.40747380033094316,1.9427235126495361
dataset_188_eucalyptus.csv,xgb,0.5298308512594228,0.8561208248138428
dataset_188_eucalyptus.csv,lgbm,0.5121621621621621,0.9739415645599365
dataset_188_eucalyptus.csv,catboost,0.4876631733774591,21.482844591140747
dataset_188_eucalyptus.csv,mlp,0.39394190108475824,5.514135837554932
dataset_31_credit-g.csv,logreg,0.7530000000000001,0.14702582359313965
dataset_31_credit-g.csv,rf,0.763,1.4339778423309326
dataset_31_credit-g.csv,xgb,0.737,0.42452573776245117
dataset_31_credit-g.csv,lgbm,0.74,0.540839672088623
dataset_31_credit-g.csv,catboost,0.76,12.157500982284546
dataset_31_credit-g.csv,mlp,0.7329999999999999,7.016291379928589
dataset_37_diabetes.csv,logreg,0.7708853238265002,0.06347537040710449
dataset_37_diabetes.csv,rf,0.7656820303879128,1.5046958923339844
dataset_37_diabetes.csv,xgb,0.7409557762498938,0.37911176681518555
dataset_37_diabetes.csv,lgbm,0.7448349036584331,0.3630638122558594
dataset_37_diabetes.csv,catboost,0.7696205755029284,10.75317907333374
dataset_37_diabetes.csv,mlp,0.7644257703081232,2.9619030952453613
dataset_41159_guillermo.csv,logreg,0.6697,55.828871726989746
dataset_41159_guillermo.csv,rf,0.8126999999999999,549.7040476799011
dataset_41159_guillermo.csv,xgb,0.8257,350.4227466583252
dataset_41159_guillermo.csv,lgbm,0.82585,240.62080311775208
dataset_41159_guillermo.csv,catboost,0.8402499999999999,2647.4464371204376
dataset_41159_guillermo.csv,mlp,0.77265,1216.299836397171
dataset_42183_dataset_sales.csv,logreg,0.24948904495380936,5.981182813644409
dataset_42183_dataset_sales.csv,rf,0.25423279115373837,15.070091962814331
dataset_42183_dataset_sales.csv,xgb,,0.058484792709350586
dataset_42183_dataset_sales.csv,lgbm,0.14090142670167285,11.780212879180908
dataset_42183_dataset_sales.csv,catboost,0.2567489260056256,308.21102952957153
dataset_42183_dataset_sales.csv,mlp,0.21083227299969906,105.21843600273132
dataset_44_spambase.csv,logreg,0.91197446065241,0.2506716251373291
dataset_44_spambase.csv,rf,0.9295763111929377,5.494464874267578
dataset_44_spambase.csv,xgb,0.9313147335127224,1.0127017498016357
dataset_44_spambase.csv,lgbm,0.9321833545767833,1.2760400772094727
dataset_44_spambase.csv,catboost,0.9384869942878724,31.488075256347656
dataset_44_spambase.csv,mlp,0.9230588207524903,24.400834798812866
dataset_61_iris.csv,logreg,0.9600000000000002,0.06624269485473633
dataset_61_iris.csv,rf,0.9666666666666668,0.9130842685699463
dataset_61_iris.csv,xgb,0.9533333333333334,0.28145503997802734
dataset_61_iris.csv,lgbm,0.9466666666666667,0.3630788326263428
dataset_61_iris.csv,catboost,0.9666666666666668,4.201891660690308
dataset_61_iris.csv,mlp,0.9600000000000002,0.8850758075714111
